datetime,open,high,low,close,tick_volume,spread,TARGET,fractals_high,fractals_low,RSI_14,STOCHRSIk_14_14_3_3,STOCHRSId_14_14_3_3,MOM_14,CCI_14_0.015,EMA_4_ema4o,EMA_5_ema5c,TARGET_BUY,TARGET_SELL
2021-06-15 02:00:00,1867.21,1867.64,1865.81,1866.81,1588,140,0.0,False,False,49.38007816249168,99.31622439235656,99.36628341003806,8.779999999999973,73.15353290528448,1865.9613544286312,1866.013586730404,0.0,0.0
2021-11-04 14:00:00,1780.9,1792.9,1779.08,1792.56,9721,140,0.0,False,False,72.11169815067558,99.99999999999984,99.99999999999989,18.799999999999955,328.5556932396916,1778.599089879042,1782.9158604862632,0.0,0.0
2021-12-10 09:00:00,1773.51,1774.12,1771.39,1772.99,3273,140,0.0,False,False,34.48153915874196,20.76957629711124,51.75211276106486,-3.1700000000000728,-192.311132014304,1775.9378269321653,1775.1151817627265,0.0,0.0
2021-07-29 17:00:00,1827.05,1828.59,1825.81,1827.82,6457,140,0.0,False,False,76.4340494304792,99.99999999999984,99.7255719009807,18.319999999999936,126.60242497901972,1825.0284388328544,1825.513875622523,0.0,0.0
2021-03-02 01:00:00,1724.37,1725.22,1721.26,1724.9,3569,140,0.0,False,False,33.05857733148983,14.284433730425578,9.838170084031676,-24.2199999999998,-84.26959401447594,1725.092803832678,1725.5429021764714,0.0,0.0
2021-05-19 16:00:00,1872.5,1890.03,1864.77,1889.02,13827,140,-1.0,True,False,70.39171948681873,60.919727428219176,29.502040507701697,18.96000000000004,212.70264353067697,1864.4596596229485,1872.5045361991065,0.0,-1.0
2021-11-29 03:00:00,1793.6,1795.74,1789.92,1795.22,3893,140,0.0,False,False,48.78009274737496,31.20404017432205,24.344995687604968,-12.789999999999964,-46.41768581529247,1792.8827726128898,1793.9490836589025,0.0,0.0
2021-05-04 06:00:00,1790.32,1790.46,1788.93,1789.68,1824,140,0.0,False,False,61.63119725443743,0.7881493030302416,12.4194906077802,5.100000000000136,-138.6650737815137,1790.8076380563627,1790.5190691108205,0.0,0.0
2021-07-16 22:00:00,1813.25,1813.51,1808.96,1810.29,3079,140,1.0,False,True,33.469308393586914,10.554237063222564,14.623202191096675,-14.299999999999956,-117.6382480482488,1814.0784155798,1813.1511971427087,1.0,0.0
2021-05-31 15:00:00,1904.64,1906.22,1904.05,1905.22,3252,140,0.0,False,False,57.22877713720995,3.6174831679652,3.737365570313543,1.4700000000000273,-32.48975831476053,1904.9119122859388,1905.088798530475,0.0,0.0
2021-08-03 08:00:00,1811.77,1811.93,1809.9,1811.16,2873,140,0.0,False,False,45.07582843872499,17.353825327745742,27.913657028076056,-3.490000000000009,-89.58570560996664,1811.5536594173211,1811.5316989228,0.0,0.0
2021-08-25 22:00:00,1792.23,1792.37,1790.25,1790.79,1646,140,0.0,False,False,42.54944081962356,86.8095086344623,80.64105875362202,-4.162000000000035,-17.763964220189614,1790.5154199468284,1790.5725722356576,0.0,0.0
2021-08-03 13:00:00,1810.32,1811.46,1809.52,1810.93,2919,140,0.0,False,False,46.39268716740678,54.01406222099189,35.43500785450194,-2.1699999999998454,-45.73002754823399,1810.3609405562909,1810.5940920392163,0.0,0.0
2021-11-03 19:00:00,1761.96,1765.96,1761.68,1764.78,3109,140,0.0,False,False,26.739545258468915,9.552498950485242,3.8583148026852743,-18.430000000000064,-97.43435431988684,1765.317220974981,1766.0476172022868,0.0,0.0
2021-08-11 12:00:00,1733.11,1734.54,1732.44,1733.32,2831,140,0.0,False,False,52.18262242421784,83.68732458576768,81.27018482670603,3.1599999999998545,76.766131089009,1732.8014390910553,1732.900374358813,0.0,0.0
2021-07-09 01:00:00,1802.164,1803.39,1801.76,1803.03,907,160,0.0,False,False,49.28897117844077,27.944558521928283,23.433619166398604,-4.279999999999973,-34.500813180319895,1801.4937084155144,1802.102073098948,0.0,0.0
