open,high,low,close,EMA_4_ema4o,EMA_5_ema5c,spread,tick_volume,CCI_14_0.015,RSI_14,MOM_14,STOCHRSIk_14_14_3_3,STOCHRSId_14_14_3_3
1502.61,1504.43,1499.22,1499.63,1503.2814521759406,1502.2198894552646,160,5081,-157.53797780998315,37.76085998594419,-3.8399999999999177,2.182302521028955,2.1823025210290368
1713.07,1713.92,1711.46,1712.84,1713.3772211871444,1713.3062845872876,140,4559,-116.77521701159395,59.012942859445296,-4.8400000000001455,3.3727563290001186,3.910642990851159
1826.06,1826.1,1822.61,1823.11,1825.462168028815,1824.5124829332597,140,1818,9.51151280393038,47.506844799562046,-1.6900000000000546,71.30455435418716,81.61038516768376
1190.05,1190.78,1189.05,1190.07,1188.6190167474456,1188.9103414265155,160,1650,140.3286954178819,69.56038077926472,4.0499999999999545,65.98988325308315,60.07362994253356
1782.46,1784.98,1782.34,1784.31,1782.964313673701,1783.6649733321856,140,2671,-59.96676228202514,48.5080472335439,-3.5800000000001546,17.24638818911914,9.24266232772873
1716.71,1732.45,1713.67,1732.03,1716.37264435712,1721.5696268876975,160,9884,342.6852713178267,74.66117314549595,13.680000000000064,50.994239978716756,35.5713301571649
1279.71,1279.94,1278.21,1278.41,1280.1756285359304,1279.75419756093,160,1996,-120.82039499247908,34.489534322550504,-7.119999999999892,7.002473983185833,6.991422994654247
1499.19,1499.44,1497.89,1498.12,1499.2418252447073,1498.8006978546387,170,1215,-38.04552428857946,48.34392589081876,3.4099999999998545,23.089318220693315,34.88129669086735
1285.41,1288.57,1284.89,1288.01,1285.0045712457331,1285.8061256334386,160,4249,143.41932309680945,69.23138521009481,4.1099999999999,83.39093494828869,79.22557308702976
1779.21,1781.68,1778.33,1781.39,1779.5062029193912,1780.185316012918,140,4260,21.2494821664999,53.45983933756401,1.6700000000000728,58.037052751370204,59.46858050172111
1893.53,1902.36,1892.41,1896.75,1899.9274594401047,1899.5710542769375,140,11463,-121.39074844702516,46.754136311068926,-3.259999999999991,6.853185509990512,13.470705765501485
1296.23,1299.55,1296.04,1298.24,1296.1139688765973,1296.795724575451,160,5955,136.00418518651725,62.090887426249644,5.359999999999901,74.74210664400003,68.96212493476361
1779.47,1779.64,1771.15,1771.19,1781.5380388611575,1778.6628169198502,140,5451,-163.8451849035115,17.143329915765438,-22.339999999999925,6.503257154515788,4.595246057494151
1942.64,1945.51,1940.22,1941.15,1938.7982515362867,1938.907735401597,120,7292,147.4557867777631,56.74566738526781,21.340000000000146,97.1590741407557,99.05302471358529
1295.68,1296.74,1295.55,1296.24,1295.1852605240124,1295.3158307907934,160,1922,124.5009998182038,71.56374975164414,7.8599999999999,73.52872803244561,83.5799695284295
1811.35,1814.04,1811.35,1813.33,1811.2942208534766,1811.8614822016668,140,1444,83.99517905267761,53.535256027334384,10.389999999999874,88.69735566669327,88.35033313895374
1821.59,1822.25,1814.04,1814.64,1819.5952131132824,1817.8737782962955,140,7732,-67.37503393181323,38.043153133691064,-5.669999999999845,70.07610334023,70.65045093090184
1796.78,1797.09,1791.24,1792.29,1792.018683413873,1791.0376623663003,140,6785,119.99088988389664,66.11085509304479,16.809999999999945,90.26577504994532,96.75525834998173
1723.0,1729.46,1721.43,1728.5,1728.927500113043,1729.7353965749137,140,12507,-103.0472424371037,39.233527858428225,-21.29999999999995,6.9250885460999205,2.308362848699977
1392.48,1394.6,1391.15,1392.66,1392.4845077360685,1392.4137168814875,160,4331,79.76713454051574,52.85832676487915,8.470000000000027,88.56471730062363,92.97532257940644
1715.08,1719.17,1713.07,1719.12,1720.1690442931476,1720.4098325510072,160,3821,-181.64581319244252,40.663127744950216,-7.2800000000002,12.659046971173115,15.330793434835543
1774.45,1777.35,1774.21,1775.86,1776.5519962755639,1776.7963379793662,140,6805,-105.10395775685495,44.98496747810742,-5.75,2.9310977446373663,3.0813408129631012
1864.79,1867.95,1864.54,1867.51,1864.5306932887704,1865.6881867100094,140,4753,-28.71446027540428,54.188758949030635,-3.4700000000000277,25.82858119082285,20.469729611342302
1893.94,1895.13,1892.96,1894.06,1893.3452728687005,1893.4400134352152,140,1980,47.05240776711661,59.764540710205615,-0.3300000000001546,38.44567360833175,40.61765197173693
1861.76,1864.0,1860.12,1860.14,1860.572702520828,1860.298337462825,140,4829,49.211129590515846,48.64319174078921,1.2800000000001999,72.29010567080044,69.97933194569835
1896.43,1902.27,1895.29,1900.62,1896.133609287924,1897.443466294779,140,6802,120.74796599740412,61.789473205002395,15.419999999999845,93.50646674463923,88.41248716243892
1538.734,1539.264,1538.05,1538.854,1540.3937075645267,1540.3420324766498,160,2057,-111.25460619210959,28.865010578808665,-15.816000000000033,24.701467432538085,16.155879567326846
1795.2,1795.55,1793.02,1794.16,1795.7156887783185,1795.1475610385785,140,3017,5.279349012588763,58.66820611805706,0.40000000000009095,28.301474799066984,53.022875001870915
1750.91,1752.79,1735.506,1739.45,1750.4545433614444,1746.680752416688,140,9815,-71.5160629959632,46.711757416448705,11.519999999999984,48.738965226225176,63.8219347780562
1762.52,1763.33,1759.23,1761.94,1761.7097184955844,1761.3564317594016,160,4801,72.07935769343888,70.22054897959114,13.220000000000026,79.12426561543747,82.24587812063999
1787.93,1790.17,1787.81,1788.44,1786.558590635665,1787.1674278484775,140,3365,31.79405520170318,46.459682460952855,-1.9900000000000089,83.92070031579709,63.505491817221355
1731.45,1732.4,1729.21,1729.35,1728.6170764677286,1728.9131945705847,140,2837,-21.020691176033576,44.68812225704566,-5.3400000000001455,74.48049899280271,46.33108608050298
1960.74,1964.63,1960.22,1962.56,1957.9052047849966,1958.9734758592374,140,4157,174.18360554455032,64.26112910519403,3.899999999999864,70.38115741244167,52.26736233203193
1320.38,1320.68,1319.11,1319.23,1317.915272235067,1317.71733321526,160,887,133.3538296597643,68.38681555501175,5.400000000000091,86.84261664623574,80.20855856536555
1791.86,1792.9,1791.39,1792.84,1791.7350972382164,1791.9251250022132,140,1632,84.57930722720424,54.585094654752645,10.899999999999864,95.77912703391772,96.53195302498348
1821.94,1825.8,1821.53,1825.21,1821.6912002116337,1822.6944561517719,140,4269,140.60942431165972,71.12899472145648,7.410000000000082,45.940249873182424,51.215100646481716
1897.0,1900.4,1896.93,1899.14,1896.282346916036,1896.9890778116,140,5459,131.7412935323355,63.16104871068646,3.7800000000002,57.954360971945675,49.71330679029796
1477.71,1478.1,1476.66,1477.28,1476.4742004521006,1476.625889283874,160,2235,164.85533855923438,56.83897306060536,4.369999999999891,93.57233970629738,88.69623237698471
1276.19,1278.28,1275.98,1277.93,1276.8613171763463,1277.5225867964796,160,2794,-66.82740419265305,32.64576665018499,-9.809999999999944,34.21664183013943,24.200697616419465
1696.16,1696.68,1692.91,1693.18,1698.7717551130588,1697.4989413813835,140,5661,-154.43395418172938,17.796011008059203,-18.25,6.084461617163194,5.625613050874387
1311.04,1311.72,1308.99,1310.31,1311.419816628604,1311.1133744022545,160,2330,-110.1170785496645,46.04872106393815,-3.4800000000000177,5.863697345418296,10.702229060679876
1781.453,1783.38,1780.25,1782.14,1779.3556971993662,1780.052815172509,140,3947,172.47207439033997,55.59307998961514,6.910000000000082,100.0000000000001,85.04284408285247
1477.01,1477.59,1476.82,1477.08,1476.7198437008567,1476.7798282678243,160,921,132.7173169062012,54.473754316688826,1.349999999999909,99.5004770566852,89.47212086149722
1475.33,1476.28,1474.72,1475.53,1474.7992624376225,1475.0131318657136,160,1873,41.68576297079465,50.96053712984118,-0.13000000000010914,89.41425798298863,74.78492022490168
1811.09,1811.2,1809.98,1810.21,1810.6137152408485,1810.515703233724,150,1047,-19.762103060221268,46.27860103135429,1.2200000000000273,42.59485831915603,42.1546786827754
1216.27,1216.9,1215.49,1215.69,1216.0673237380595,1215.8583009675099,160,2423,79.88191089641356,58.84532079410821,2.519999999999982,61.341255759545405,75.8683438207688
1851.41,1858.58,1851.41,1854.83,1848.0369844110573,1848.7649926380413,140,6741,129.86845873736706,71.62260733988145,27.62999999999988,76.015423966679,82.33426890751096
1458.69,1460.1,1457.09,1458.23,1458.1083352793576,1458.1168646929455,160,7062,-5.643044619438336,49.26082862399753,-2.9400000000000546,56.22089176730382,46.49313619797661
1428.62,1431.24,1428.49,1430.04,1429.7427099337867,1429.8006169545733,160,4391,39.47772758168747,62.49234692064528,11.0,15.184008973456136,20.066239654577632
1907.74,1912.91,1904.84,1912.27,1902.3853806539707,1905.1288250582534,140,11105,230.7155004411273,65.42928480846555,18.920000000000073,100.00000000000023,98.65401050117865
1802.83,1803.9,1795.93,1799.04,1799.0743910508734,1798.9579356423803,140,10129,18.21733896471309,45.761588535200936,-3.590000000000145,68.42480661688411,43.03810105180701
1685.4,1685.72,1681.47,1682.996,1686.1606037643253,1684.9703115383468,160,2219,19.14800338377542,48.3901184606367,18.01600000000008,80.89487501350145,91.47119600155492
1278.8,1278.85,1277.43,1277.57,1278.8021435413254,1278.4410281897028,160,1177,-92.77811305574706,34.68334506392649,-0.8200000000001637,50.351841105107276,53.53782195223908
1775.23,1781.65,1773.64,1779.64,1779.4654820489386,1779.7666785344568,140,7635,-76.9994350738353,49.02746039802654,0.16000000000008185,50.34487008557327,60.972215468003355
1311.52,1312.1,1309.77,1311.88,1312.7968096791847,1312.7525588575852,160,4487,-132.61412192749816,38.09042253560871,-4.859999999999901,2.5496018864951897,4.2436959903872005
1582.36,1583.91,1577.91,1582.56,1586.2230647615374,1585.2269235885833,160,6543,-98.1910424570105,41.392624511492976,-1.4900000000000089,54.49578996422748,60.40196930357232
1642.78,1645.65,1638.85,1638.87,1643.3253388886371,1641.9247810784248,160,8594,-72.51356536489055,41.857701407529895,-14.6400000000001,29.2423331837178,38.91570864635499
1284.81,1285.39,1284.14,1284.4,1285.2827814930586,1285.0458052317827,160,2140,-93.99185888736568,37.89281578949399,-3.819999999999936,48.303649692114924,36.10127776747147
1822.72,1823.83,1821.27,1822.64,1824.319492556315,1824.0551623981519,140,4448,-156.51414389666917,43.484400459570416,-5.479999999999792,8.364150629543524,7.522241561372731
1778.07,1780.91,1776.99,1780.91,1776.4855076482595,1777.9167360585218,140,3822,-0.3314171439469769,43.90618800693271,-5.019999999999982,77.94808668161829,57.302102123022706
1223.48,1224.61,1223.0,1224.07,1222.8090678772687,1223.105654450785,160,2540,149.53528601166212,56.571741124109856,1.899999999999864,96.25629128570719,92.79872026889622
1945.65,1956.35,1944.27,1947.86,1946.8161543442707,1947.2968030479226,120,12677,1.4569012098443783,51.60832179308082,-9.570000000000164,26.72917266056525,24.49037064747891
1701.94,1703.22,1698.29,1702.1970000000001,1698.9690400322918,1699.8616920522645,160,7888,85.82075647475311,54.520398455750716,4.70699999999988,76.71503218608031,52.35123169148876
1718.64,1719.11,1713.2,1717.76,1720.9004348535057,1719.8075697723225,160,6678,-66.16421192594724,54.49004324940167,1.1199999999998909,28.645011351836718,56.133674307508706
1781.57,1783.15,1779.87,1782.47,1780.7886330509812,1781.2634737835192,140,4793,86.79392441321536,55.6820233509544,1.25,83.93850729177794,71.18151547088463
1245.03,1245.71,1243.8,1244.28,1244.7743252430726,1244.7313055633956,160,1459,-56.648104688463754,41.11837135047857,-4.0,20.858996265828853,18.386007867553747
1738.66,1740.45,1734.32,1735.15,1737.3004940310182,1736.5252333057733,140,6680,-35.18048179788559,40.86148727834456,-7.119999999999892,30.79934800841107,25.11540313115398
1767.07,1767.07,1759.9660000000001,1763.15,1774.9826896989864,1771.7932080577175,140,8621,-280.59876669273535,19.771164678428494,-23.779999999999966,8.24865605130581,41.58198938463917
1283.33,1283.36,1281.61,1282.72,1283.6648881847736,1283.5481785837785,160,3858,-109.1879090630196,31.041555378027393,-5.0,5.276715529874294,3.266354909649176
2041.17,2044.26,2038.7,2042.76,2037.712016757752,2038.4635087607128,120,5762,117.00417781796824,77.35846483859719,23.75999999999999,58.45963658740673,54.80869645695599
1285.57,1285.68,1284.88,1285.5,1285.7846916011038,1285.711995600873,160,1282,-71.42239515778327,55.299783622975575,0.7000000000000455,1.9946813344603944,8.478003089868388
1804.74,1806.85,1804.03,1806.29,1806.1876986408065,1806.475317375794,160,4012,-108.071110188506,44.884483507371456,-5.940000000000055,10.63528264567702,5.3530536786046
1641.69,1644.02,1640.4,1643.86,1640.0071433253,1641.278622672016,160,5022,28.431460535375887,63.62930499490738,8.079999999999927,38.53327753788496,22.81637635200933
1911.96,1914.76,1909.8,1913.21,1910.1978533934869,1911.310701362755,120,2762,-20.269949751461393,35.27699171810654,-34.909999999999854,75.50103191313131,59.68318424539328
1871.62,1872.07,1870.78,1870.91,1871.4478045573874,1871.491871392644,140,1110,-46.57993472308328,26.525208318298155,-23.329999999999927,62.93267321712099,57.10501514754854
1708.07,1717.44,1707.53,1714.81,1713.0136602710104,1714.4723468910406,160,1976,-74.34244036716821,46.13053685107976,-8.460000000000036,15.120022624395896,16.78246715294593
1774.3,1777.32,1773.57,1776.48,1780.7592443771914,1780.4839638805734,140,5387,-149.31224599993828,37.24643614661977,-12.11999999999989,3.2595513166936936,12.242278658275893
1719.205,1722.05,1716.35,1720.13,1718.4097628498102,1718.8572745992199,160,5287,46.5658021133524,62.6453332905205,-1.0199999999999818,26.36828827878229,18.200746939704946
1414.72,1417.01,1414.62,1416.38,1413.6739419257485,1414.481913996937,160,3920,77.08114795986691,59.916862483808266,3.630000000000109,57.50825051355035,43.33622510103883
1809.25,1811.415,1806.46,1810.6,1808.3877585736893,1808.8046935551954,140,11127,81.9785794464423,78.1127631461168,19.389999999999876,91.52975651280241,89.58094590137921
1759.29,1760.15,1757.67,1759.09,1759.0338142946825,1758.794079415903,140,3548,91.78448678035994,62.12706570319269,5.119999999999892,66.89019666627799,81.4736618615961
1415.41,1416.16,1413.99,1414.3,1415.0807935006746,1414.627937812814,160,3046,53.0283684589385,52.33863189976208,-1.7899999999999636,73.59584979563729,71.61196191287056
1408.1,1410.68,1402.89,1410.1,1405.1554445067127,1406.0676566653754,160,10223,124.89969654385992,70.81844723401373,16.9699999999998,82.95974036281403,86.68862483814517
1794.66,1796.09,1794.58,1795.82,1794.824622201801,1795.1037889732202,140,1851,55.5992663030231,54.38478722042974,1.1899999999998272,51.02513474017221,50.36820082422306
1245.38,1246.22,1245.15,1245.81,1244.9711888152253,1245.182424697822,170,1100,88.07758128921152,53.41538404932235,-1.0700000000001637,87.46038006206909,71.96070812414261
1795.68,1796.1,1794.09,1794.13,1795.057521246687,1794.6472567058854,140,2024,15.117783613041704,42.36649475916254,-7.919999999999845,55.41369801328253,48.627453341764564
1762.66,1762.98,1760.51,1760.51,1762.9362643244815,1762.051140527306,140,2035,6.692188611350077,52.817981576240776,10.190000000000056,63.956162581787964,77.7521818622762
1276.35,1277.44,1275.96,1276.82,1277.0410898005075,1277.0460224553956,160,1111,-52.90169546349532,33.18220465428768,-7.1200000000001165,76.57463494391565,73.88179292830144
1761.94,1762.52,1759.13,1761.55,1761.2714799585672,1760.9949708263284,140,3789,83.51680186192864,57.17834229177664,12.759999999999993,87.64845173180096,91.28310397733446
1729.82,1730.08,1723.55,1725.39,1727.6316793266146,1726.8688806886805,160,7497,-33.49762304249102,48.50650220000511,-3.8099999999999454,33.1018259119108,22.660563984575877
1856.98,1863.31,1853.39,1854.52,1846.9603168256895,1848.6512817768626,140,17536,271.5583450326403,65.26992610396508,14.589999999999918,88.67507952869249,88.0994938050688
1299.51,1299.66,1296.26,1297.54,1299.9628785622062,1299.017637221421,160,2918,0.5830290827026374,55.36694852886088,1.3299999999999272,14.555168828227885,47.88850216156128
1689.25,1699.336,1688.54,1694.29,1690.9715208922025,1692.8046947749804,160,11764,-55.54551266016193,40.48470202779479,-13.789999999999964,22.78572894636527,17.560668967204908
1292.27,1293.68,1292.27,1292.81,1293.8546115254526,1293.7149343522035,160,2455,-147.20278237268352,40.7470653724101,-3.3600000000001278,3.7685013065956032,3.3292740370346383
1523.49,1525.23,1523.16,1523.78,1522.6871959464575,1522.7710190713879,160,2796,100.01156882113358,76.3560703292828,8.299999999999955,99.67613882356144,99.6761388235613
1787.07,1790.01,1783.7,1788.36,1787.8825466822925,1788.1504631692776,140,4148,-80.88339717908258,41.73716380050922,-5.320000000000164,8.420692473194405,5.393251076880361
1420.68,1422.46,1418.97,1422.0,1418.0121146513434,1418.7739826489108,160,2614,109.19673014930426,80.76421749518691,28.539999999999967,100.00000000000013,100.00000000000021
1709.7,1710.63,1702.4,1707.61,1711.7214051703131,1710.6575969517776,160,3867,-166.88116139663472,36.931430035001476,-9.490000000000009,11.202892963762858,33.4283881536554
1614.5,1618.75,1613.723,1617.72,1614.3400476654347,1615.5945510162485,160,3048,7.010019265908432,49.78901758997962,-2.3799999999998818,35.592041224587994,22.4895026915063
1822.11,1826.28,1821.66,1825.39,1823.1695083240934,1823.6487034381094,140,6500,87.14213842505809,55.15962623088004,6.2000000000000455,87.47487508517555,92.62705281405711
1733.82,1734.84,1733.81,1734.44,1734.1916945167575,1734.3995071709867,150,836,-46.3754200672072,39.2402753319036,-9.329999999999927,73.22133421259194,68.29258175048808
1488.38,1488.7,1488.19,1488.61,1488.4372820140757,1488.478084045927,160,894,19.874072148560273,45.12046778624497,-0.8400000000001455,90.83914932214243,90.64953355147794
1282.71,1283.03,1282.22,1282.78,1282.4184321552666,1282.4027809858294,160,1043,94.06026570434284,59.94881385411654,2.039999999999964,96.39853403499585,94.45177557722513
1868.92,1870.53,1868.84,1869.5,1867.8576697503745,1868.2061293955585,140,1834,52.67618246293711,56.90590882180446,2.039999999999964,63.38918399577491,50.936399767061175
1755.09,1756.25,1753.29,1755.66,1755.6082090631196,1755.6301546767834,140,1862,-91.8807596553706,44.57787526449553,-4.220000000000026,11.865163776495136,8.302026145166286
1277.3,1278.84,1277.3,1278.07,1277.2932741834848,1277.7244830206575,160,940,-39.81567828319539,33.999046881091004,-7.8900000000001,59.872498644400174,46.391460354783895
1673.28,1677.57,1670.38,1676.36,1681.9805631283202,1680.8010674780398,160,5377,-257.55268915052926,28.777937711379924,-17.67600000000016,31.433275084823038,42.3745933259156
1786.96,1788.27,1786.05,1786.35,1788.1883658192967,1787.7649203365675,140,2440,-130.67137215359242,34.47704711254819,1.9800000000000184,39.723163849163534,59.02410448937429
1866.36,1866.42,1863.07,1865.5,1865.9153708586332,1865.664967713023,140,4537,33.569494300660985,44.62724654052404,3.842000000000098,92.5986222272107,81.94588810686969
1227.73,1228.6,1226.68,1227.87,1227.979909410356,1227.914219012948,160,2187,43.047675794212545,59.41387547717043,2.559999999999945,62.265927911853616,80.56231940204019
1785.89,1786.86,1785.42,1786.0,1786.1537487101127,1786.1357770738227,140,1443,-98.92126294662701,61.68029158283166,-0.6099999999999001,15.513497422110705,28.943183662123186
1823.33,1827.11,1822.32,1825.28,1825.7354878388642,1825.8972584831927,140,8848,-75.95802858258008,51.864372497974074,-1.1500000000000907,10.412617972568436,16.768211748025912
1277.35,1278.87,1276.39,1278.53,1278.0136473011885,1278.149843457068,160,1366,52.06143470586626,59.16083515605561,5.0499999999999545,68.92340635495563,80.21141367529616
1899.21,1899.28,1891.73,1892.63,1900.4125832761688,1897.863189661114,140,4221,-246.5625388702227,38.02862743522702,-18.9699999999998,9.099263692308067,17.41137959880083
1419.56,1420.57,1419.29,1420.09,1418.9223566544135,1419.1732061448572,160,1116,71.80229751905976,53.96394983634839,2.3699999999998913,64.08409681260922,44.60424075265294
1491.59,1493.36,1491.38,1493.22,1491.9072862953194,1492.3956199951358,160,3892,6.3075068215231465,58.199966116461894,2.105000000000018,14.140656302260194,8.37048391363935
1226.71,1226.93,1225.13,1225.22,1226.6729382246272,1226.1010728438443,160,1558,24.656143734466077,53.60684958293075,2.9400000000000546,54.33817769406889,71.62691613646969
1781.58,1785.07,1776.05,1778.15,1780.4160482805414,1779.4489160246012,140,9773,57.020394570640576,58.30342394810892,14.240000000000007,70.78387392850246,77.20716001285858
1874.08,1874.69,1872.33,1873.89,1871.6002927507327,1871.9159061372445,140,4012,140.189639392275,67.09519430450396,10.730000000000018,98.96691247339399,88.57271011272137
1236.08,1236.3,1234.97,1234.98,1237.1180687923293,1236.5062401825376,160,1426,-191.5226116006309,44.00675313249938,-4.069999999999936,-1.0184445879228103e-13,4.21410235573012
1827.32,1828.09,1826.56,1827.5,1827.27484449515,1827.3739686377548,140,1484,-14.168961146795974,63.73690365654541,12.849999999999907,18.541531915031847,29.20698030901677
1704.047,1707.55,1703.23,1706.23,1704.6770611381187,1706.1369559739483,160,2003,-74.68120670652327,43.43782901156808,-13.460000000000036,5.492343052254037,4.822633580896334
1934.57,1935.57,1930.86,1935.54,1941.0547847277026,1939.9072120794688,120,6509,-198.99226458967084,39.20013998004543,-13.840000000000146,2.27310072731535,22.371918366024442
1854.49,1854.93,1851.93,1854.85,1855.6322511434214,1855.555434808692,140,6299,-81.06165987568812,51.88204150624832,-2.6200000000001182,20.368231472875586,18.533118666390504
1859.18,1859.22,1858.25,1858.63,1857.8814141568741,1858.2378526628506,160,1164,-42.92716327394027,43.196073166554775,-8.019999999999982,62.838497342435744,49.855575672914526
1487.8,1488.28,1487.29,1487.7,1487.2161901908396,1487.1939971477325,160,1972,115.79505113123638,54.27946159413667,4.100000000000136,94.40678162727659,97.3270574723695
1575.6,1580.46,1574.82,1580.09,1575.8611561105633,1577.265098192276,160,6055,223.99999999998505,68.5623963192414,2.8199999999999363,57.897056510091524,49.72566482020727
1507.8970000000002,1511.4,1506.94,1510.3,1509.6957054450595,1510.0608142084136,160,8885,-80.05480808913212,55.24774435987,-1.9200000000000728,10.461270728226207,6.8861947126666285
1224.21,1224.6,1223.76,1224.2,1224.269372780922,1224.3359719446762,160,1600,-66.93542366554558,52.557012799560006,-1.8599999999999,12.332222276202915,10.55442415862239
1735.765,1736.17,1730.86,1735.32,1735.1438906373376,1735.1559383104707,160,8316,-39.66792997653637,45.87834527106934,2.089999999999918,87.24775380706068,87.19485047995869
1203.08,1203.43,1202.68,1202.75,1202.8071500295548,1202.6403097142504,160,1615,50.00105161759527,65.60961863159403,9.8900000000001,54.614607378298814,55.24025972837239
1584.69,1585.65,1582.91,1584.0739999999998,1582.4656970488386,1582.7878497751408,160,7303,166.5559099362408,63.23203851239065,5.114000000000034,56.26611895739902,51.97484392792118
1785.25,1789.74,1784.735,1789.03,1782.6452716511942,1784.5914432361105,140,5007,93.25049752888461,58.950941627803935,3.399999999999864,81.51954565202398,64.2667140468573
1579.464,1583.57,1579.07,1582.69,1579.1006114851289,1580.2812328598432,160,7290,79.5747904789628,66.98813993865437,9.920000000000073,16.1422143262722,8.193082396584147
1281.56,1281.66,1280.02,1281.48,1281.5551994784144,1281.6118123546664,160,2114,-90.49791322914669,38.716413974646294,-3.7200000000000273,17.399491030827402,11.882286104103734
1964.89,1965.2,1962.11,1964.92,1966.1624579854745,1966.194429065605,120,3107,-108.01647655259941,39.05968039270504,-24.079999999999927,7.759742567047282,9.677997068583577
